2021-05-03 00:34:13,126 [    INFO] employer: A new worker Philip was hired
2021-05-03 00:34:14,206 [    INFO] hermes: Delivering package package_1194
2021-05-03 00:34:14,206 [    INFO] employer: Package package_1192 was delivered by Bender
2021-05-03 00:34:14,214 [    INFO] zoidberg: Delivering package package_1195
2021-05-03 00:34:14,214 [    INFO] amy: Package package_1196 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:14,214 [    INFO] philip: Package package_1197 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:14,214 [    INFO] employer: Still 8808 packages to sent
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1193 was delivered by Leela
2021-05-03 00:34:14,214 [    INFO] hermes: Package package_1194 successfully delivered
2021-05-03 00:34:14,214 [    INFO] bender: Package package_1198 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:14,214 [    INFO] zoidberg: Package package_1195 successfully delivered
2021-05-03 00:34:14,214 [    INFO] amy: Delivering package package_1196
2021-05-03 00:34:14,214 [    INFO] philip: Delivering package package_1197
2021-05-03 00:34:14,214 [    INFO] employer: Still 8807 packages to sent
2021-05-03 00:34:14,214 [    INFO] leela: Package package_1199 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1194 was delivered by Hermes
2021-05-03 00:34:14,214 [    INFO] bender: Delivering package package_1198
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1195 was delivered by Zoidberg
2021-05-03 00:34:14,214 [    INFO] amy: Package package_1196 successfully delivered
2021-05-03 00:34:14,214 [    INFO] philip: Package package_1197 successfully delivered
2021-05-03 00:34:14,214 [    INFO] employer: Still 8805 packages to sent
2021-05-03 00:34:14,214 [    INFO] leela: Delivering package package_1199
2021-05-03 00:34:14,214 [    INFO] hermes: Package package_1200 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:14,214 [    INFO] bender: Package package_1198 successfully delivered
2021-05-03 00:34:14,214 [    INFO] zoidberg: Package package_1201 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1196 was delivered by Amy
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1197 was delivered by Philip
2021-05-03 00:34:14,214 [    INFO] employer: Still 8803 packages to sent
2021-05-03 00:34:14,214 [    INFO] leela: Package package_1199 successfully delivered
2021-05-03 00:34:14,214 [    INFO] hermes: Delivering package package_1200
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1198 was delivered by Bender
2021-05-03 00:34:14,214 [    INFO] zoidberg: Delivering package package_1201
2021-05-03 00:34:14,214 [    INFO] amy: Package package_1202 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:14,214 [    INFO] philip: Package package_1203 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:14,214 [    INFO] employer: Still 8802 packages to sent
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1199 was delivered by Leela
2021-05-03 00:34:14,214 [    INFO] hermes: Package package_1200 successfully delivered
2021-05-03 00:34:14,214 [    INFO] bender: Package package_1204 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:14,214 [    INFO] zoidberg: Package package_1201 successfully delivered
2021-05-03 00:34:14,214 [    INFO] amy: Delivering package package_1202
2021-05-03 00:34:14,214 [    INFO] philip: Delivering package package_1203
2021-05-03 00:34:14,214 [    INFO] employer: Still 8801 packages to sent
2021-05-03 00:34:14,214 [    INFO] leela: Package package_1205 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1200 was delivered by Hermes
2021-05-03 00:34:14,214 [    INFO] bender: Delivering package package_1204
2021-05-03 00:34:14,214 [    INFO] employer: Package package_1201 was delivered by Zoidberg
2021-05-03 00:34:14,214 [    INFO] amy: Package package_1202 successfully delivered
2021-05-03 00:34:14,214 [    INFO] philip: Package package_1203 successfully delivered
2021-05-03 00:34:14,214 [    INFO] employer: Still 8799 packages to sent
2021-05-03 00:34:14,222 [    INFO] leela: Delivering package package_1205
2021-05-03 00:34:14,222 [    INFO] hermes: Package package_1206 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:14,222 [    INFO] bender: Package package_1204 successfully delivered
2021-05-03 00:34:14,222 [    INFO] zoidberg: Package package_1207 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1202 was delivered by Amy
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1203 was delivered by Philip
2021-05-03 00:34:14,222 [    INFO] employer: Still 8797 packages to sent
2021-05-03 00:34:14,222 [    INFO] leela: Package package_1205 successfully delivered
2021-05-03 00:34:14,222 [    INFO] hermes: Delivering package package_1206
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1204 was delivered by Bender
2021-05-03 00:34:14,222 [    INFO] zoidberg: Delivering package package_1207
2021-05-03 00:34:14,222 [    INFO] amy: Package package_1208 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:14,222 [    INFO] philip: Package package_1209 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:14,222 [    INFO] employer: Still 8796 packages to sent
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1205 was delivered by Leela
2021-05-03 00:34:14,222 [    INFO] hermes: Package package_1206 successfully delivered
2021-05-03 00:34:14,222 [    INFO] bender: Package package_1210 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:14,222 [    INFO] zoidberg: Package package_1207 successfully delivered
2021-05-03 00:34:14,222 [    INFO] amy: Delivering package package_1208
2021-05-03 00:34:14,222 [    INFO] philip: Delivering package package_1209
2021-05-03 00:34:14,222 [    INFO] employer: Still 8795 packages to sent
2021-05-03 00:34:14,222 [    INFO] leela: Package package_1211 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1206 was delivered by Hermes
2021-05-03 00:34:14,222 [    INFO] bender: Delivering package package_1210
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1207 was delivered by Zoidberg
2021-05-03 00:34:14,222 [    INFO] amy: Package package_1208 successfully delivered
2021-05-03 00:34:14,222 [    INFO] philip: Package package_1209 successfully delivered
2021-05-03 00:34:14,222 [    INFO] employer: Still 8793 packages to sent
2021-05-03 00:34:14,222 [    INFO] leela: Delivering package package_1211
2021-05-03 00:34:14,222 [    INFO] hermes: Package package_1212 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:14,222 [    INFO] bender: Package package_1210 successfully delivered
2021-05-03 00:34:14,222 [    INFO] zoidberg: Package package_1213 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1208 was delivered by Amy
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1209 was delivered by Philip
2021-05-03 00:34:14,222 [    INFO] employer: Still 8791 packages to sent
2021-05-03 00:34:14,222 [    INFO] leela: Package package_1211 successfully delivered
2021-05-03 00:34:14,222 [    INFO] hermes: Delivering package package_1212
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1210 was delivered by Bender
2021-05-03 00:34:14,222 [    INFO] zoidberg: Delivering package package_1213
2021-05-03 00:34:14,222 [    INFO] amy: Package package_1214 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:14,222 [    INFO] philip: Package package_1215 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:14,222 [    INFO] employer: Still 8790 packages to sent
2021-05-03 00:34:14,222 [    INFO] employer: Package package_1211 was delivered by Leela
2021-05-03 00:34:14,230 [    INFO] hermes: Package package_1212 successfully delivered
2021-05-03 00:34:14,230 [    INFO] bender: Package package_1216 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:14,230 [    INFO] zoidberg: Package package_1213 successfully delivered
2021-05-03 00:34:14,230 [    INFO] amy: Delivering package package_1214
2021-05-03 00:34:14,230 [    INFO] philip: Delivering package package_1215
2021-05-03 00:34:14,230 [    INFO] employer: Still 8789 packages to sent
2021-05-03 00:34:14,230 [    INFO] leela: Package package_1217 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1212 was delivered by Hermes
2021-05-03 00:34:14,230 [    INFO] bender: Delivering package package_1216
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1213 was delivered by Zoidberg
2021-05-03 00:34:14,230 [    INFO] amy: Package package_1214 successfully delivered
2021-05-03 00:34:14,230 [    INFO] philip: Package package_1215 successfully delivered
2021-05-03 00:34:14,230 [    INFO] employer: Still 8787 packages to sent
2021-05-03 00:34:14,230 [    INFO] leela: Delivering package package_1217
2021-05-03 00:34:14,230 [    INFO] hermes: Package package_1218 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:14,230 [    INFO] bender: Package package_1216 successfully delivered
2021-05-03 00:34:14,230 [    INFO] zoidberg: Package package_1219 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1214 was delivered by Amy
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1215 was delivered by Philip
2021-05-03 00:34:14,230 [    INFO] employer: Still 8785 packages to sent
2021-05-03 00:34:14,230 [    INFO] leela: Package package_1217 successfully delivered
2021-05-03 00:34:14,230 [    INFO] hermes: Delivering package package_1218
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1216 was delivered by Bender
2021-05-03 00:34:14,230 [    INFO] zoidberg: Delivering package package_1219
2021-05-03 00:34:14,230 [    INFO] amy: Package package_1220 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:14,230 [    INFO] philip: Package package_1221 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:14,230 [    INFO] employer: Still 8784 packages to sent
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1217 was delivered by Leela
2021-05-03 00:34:14,230 [    INFO] hermes: Package package_1218 successfully delivered
2021-05-03 00:34:14,230 [    INFO] bender: Package package_1222 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:14,230 [    INFO] zoidberg: Package package_1219 successfully delivered
2021-05-03 00:34:14,230 [    INFO] amy: Delivering package package_1220
2021-05-03 00:34:14,230 [    INFO] philip: Delivering package package_1221
2021-05-03 00:34:14,230 [    INFO] employer: Still 8783 packages to sent
2021-05-03 00:34:14,230 [    INFO] leela: Package package_1223 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1218 was delivered by Hermes
2021-05-03 00:34:14,230 [    INFO] bender: Delivering package package_1222
2021-05-03 00:34:14,230 [    INFO] employer: Package package_1219 was delivered by Zoidberg
2021-05-03 00:34:14,230 [    INFO] amy: Package package_1220 successfully delivered
2021-05-03 00:34:14,230 [    INFO] philip: Package package_1221 successfully delivered
2021-05-03 00:34:14,230 [    INFO] employer: Still 8781 packages to sent
2021-05-03 00:34:14,230 [    INFO] leela: Delivering package package_1223
2021-05-03 00:34:14,238 [    INFO] hermes: Package package_1224 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:14,238 [    INFO] bender: Package package_1222 successfully delivered
2021-05-03 00:34:14,238 [    INFO] zoidberg: Package package_1225 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1220 was delivered by Amy
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1221 was delivered by Philip
2021-05-03 00:34:14,238 [    INFO] employer: Still 8779 packages to sent
2021-05-03 00:34:14,238 [    INFO] leela: Package package_1223 successfully delivered
2021-05-03 00:34:14,238 [    INFO] hermes: Delivering package package_1224
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1222 was delivered by Bender
2021-05-03 00:34:14,238 [    INFO] zoidberg: Delivering package package_1225
2021-05-03 00:34:14,238 [    INFO] amy: Package package_1226 is assigned to <Worker(Amy, started 9380)>
2021-05-03 00:34:14,238 [    INFO] philip: Package package_1227 is assigned to <Worker(Philip, started 7132)>
2021-05-03 00:34:14,238 [    INFO] employer: Still 8778 packages to sent
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1223 was delivered by Leela
2021-05-03 00:34:14,238 [    INFO] hermes: Package package_1224 successfully delivered
2021-05-03 00:34:14,238 [    INFO] bender: Package package_1228 is assigned to <Worker(Bender, started 2072)>
2021-05-03 00:34:14,238 [    INFO] zoidberg: Package package_1225 successfully delivered
2021-05-03 00:34:14,238 [    INFO] amy: Delivering package package_1226
2021-05-03 00:34:14,238 [    INFO] philip: Delivering package package_1227
2021-05-03 00:34:14,238 [    INFO] employer: Still 8777 packages to sent
2021-05-03 00:34:14,238 [    INFO] leela: Package package_1229 is assigned to <Worker(Leela, started 3176)>
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1224 was delivered by Hermes
2021-05-03 00:34:14,238 [    INFO] bender: Delivering package package_1228
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1225 was delivered by Zoidberg
2021-05-03 00:34:14,238 [    INFO] amy: Package package_1226 successfully delivered
2021-05-03 00:34:14,238 [    INFO] philip: Package package_1227 successfully delivered
2021-05-03 00:34:14,238 [    INFO] employer: Still 8775 packages to sent
2021-05-03 00:34:14,238 [    INFO] leela: Delivering package package_1229
2021-05-03 00:34:14,238 [    INFO] hermes: Package package_1230 is assigned to <Worker(Hermes, started 4444)>
2021-05-03 00:34:14,238 [    INFO] bender: Package package_1228 successfully delivered
2021-05-03 00:34:14,238 [    INFO] zoidberg: Package package_1231 is assigned to <Worker(Zoidberg, started 7668)>
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1226 was delivered by Amy
2021-05-03 00:34:14,238 [    INFO] employer: Package package_1227 was delivered by Philip
2021-05-03 00:34:14,238 [    INFO] employer: Still 8773 packages to sent
2021-05-03 00:34:14,238 [    INFO] leela: Package package_1229 successfully delivered
